UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
1139,Niagara College,Doctoral,Education,Game Network Engineer,6,6 years,Yukon,26000,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,54100,5.56,87325,7.32
1140,Dalhousie University,Doctoral,Family and consumer Sciences,Director of Engineering,10,10 years,Nova Scotia,35500,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,42700,14.36,56200,3.8
1141,Simon Fraser University,Bachelor's,Precision production,"Integration Engineer, Developer Relations",2,2 years,Nova Scotia,47500,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,50900,17.88,93775,-4.12
1142,Huron University College,Master's,"Agriculture, agriculture operations and related Sciences",Quality Assurance Engineer,2,2 years,New Brunswick,43000,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,73300,9.08,96025,8.2
1143,Native Education College,Doctoral,"Communication, journalism and related programs",Machine Learning Engineer,4,4 years,Newfoundland and Labrador,71500,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,65100,13.48,130225,3.8
1144,College of the New Caledonia,Bachelor's,Security and protective services,Senior Gameplay Engineer,8,8 years,Alberta,48500,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,75100,2.04,131650,3.8
1145,"University de Guelph, Campus d'Alfred",Doctoral,Physical Sciences,Prototyping Data Engineer,1,1 years,Northwest Territories,33500,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,87500,-5,70150,3.8
1146,Vancouver Institute of Media Arts,Master's,Engineering technologies and engineering-related fields,Prototyping Data Engineer,10,10 years,New Brunswick,74000,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,24100,0.28,106450,-4.12
1147,Victoria University,Associate,Health professions and related programs,Data Engineer - Devices Central Engagement,1,1 years,Saskatchewan,56000,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,93700,15.24,43150,-1.48
1148,Brock University,Doctoral,Construction trades,Programmer Analyst,6,6 years,Yukon,25000,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,62300,1.16,53875,-4.12
1149,Vancouver Island University,Master's,Social Sciences,Cloud Software Development Engineer,6,6 years,Northwest Territories,38500,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,76300,-0.6,94525,2.92
1150,Victoria University,Associate,Health professions and related programs,Applied Scientist,2,2 years,British Columbia,60000,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,12100,2.04,149800,2.04
1151,Vancouver Institute of Media Arts,Master's,"Dental, medical and veterinary residency programs",IOT Software Development Engineer,7,7 years,Prince Edward Island,56500,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,86900,2.92,97300,9.08
1152,Carleton University,Master's,Theology and religious vocations,Games UI Engineer,5,5 years,British Columbia,33000,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,45500,15.24,122575,10.84
1153,Cygep de Saint-Hyacinthe,Master's,Library Science,Deep Learning Workload Optimization Engineer,3,3 years,Manitoba,72500,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,32100,17.88,107125,18.76
1154,Simon Fraser University,Bachelor's,"Dental, medical and veterinary residency programs",Deep Learning Backend Engine Developer,9,9 years,Prince Edward Island,41000,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,21100,19.64,82750,2.04
1155,University of Waterloo,Bachelor's,Architecture and related services,Games UI Engineer,3,3 years,Quebec,39000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,83900,-3.24,50050,-4.12
1156,Vancouver Island University,Bachelor's,Health professions and related programs,Game Network Engineer,1,1 years,Alberta,69000,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,51500,14.36,118000,19.64
1157,University of Alberta,Master's,"Aboriginal and foreign languages, literatures and linguistics",Director of Engineering,5,5 years,Nunavut,61000,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,98900,13.48,127150,-1.48
1158,University of Waterloo,Master's,"Area, ethnic, cultural, gender, and group studies",Data Engineer - Devices Central Engagement,5,5 years,Nova Scotia,38000,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,87500,-0.6,76075,4.68
1159,Queen's University,Master's,Mechanic and repair technologies/technicians,"Integration Engineer, Developer Relations",8,8 years,Northwest Territories,25000,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,91300,7.32,110950,2.04
1160,University of Western Ontario,Doctoral,"Communication, journalism and related programs",Game Engineer - AI,2,2 years,Manitoba,54000,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,22900,10.84,148075,-1.48
1161,University of Windsor,Associate,History,Senior Full Stack Developer,3,3 years,Prince Edward Island,65000,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,80300,15.24,147850,5.56
1162,Brescia University College,Associate,Transportation and materials moving,Programmer Analyst,4,4 years,Yukon,57500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,62300,1.16,53875,-4.12
1163,University du Quybec à Rimouski (UQAR),Bachelor's,"Liberal arts and sciences, general studies and humanities",IOT Software Development Engineer,10,10 years,Prince Edward Island,79000,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,86900,2.92,97300,9.08
1164,Cygep de Saint-Laurent,Doctoral,"Agriculture, agriculture operations and related Sciences","Data Engineer, Natural Language Processing (NLP)",2,2 years,British Columbia,46500,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,69100,4.68,135550,4.68
1165,Vancouver Institute of Media Arts,Bachelor's,Philosophy and religious studies,Quality Assurance Engineer,6,6 years,Prince Edward Island,73500,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,55100,1.16,57775,10.84
1166,New Brunswick Bible Institute,Doctoral,Natural resources and conservation,Machine Learning Engineer,3,3 years,Yukon,29500,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,75300,4.68,111400,18.76
1167,University of Guelph,Doctoral,French language and literature/letters,Deep Learning Workload Optimization Engineer,9,9 years,New Brunswick,74000,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,57900,8.2,62500,0.28
1168,Victoria University,Doctoral,Library Science,"Data Engineer, Natural Language Processing (NLP)",10,10 years,Quebec,38000,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,80700,18.76,124150,7.32
1169,HEC Montryal,Doctoral,Transportation and materials moving,Quality Assurance Engineer,1,1 years,New Brunswick,24500,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,73300,9.08,96025,8.2
1170,"University de Guelph, Campus d'Alfred",Bachelor's,"Military Science, leadership and operational art",Data Engineer - Devices Central Engagement,7,7 years,Nunavut,69500,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,63900,-1.48,61000,17.88
1171,University du Quybec à Rimouski (UQAR),Master's,Physical Sciences,"Data Engineer, Natural Language Processing (NLP)",4,4 years,Newfoundland and Labrador,47500,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,47300,15.24,65350,1.16
1172,"University de Guelph, Campus d'Alfred",Associate,Construction trades,Deep Learning Workload Optimization Engineer,3,3 years,New Brunswick,58000,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,57900,8.2,62500,0.28
1173,Brock University,Master's,"Liberal arts and sciences, general studies and humanities",Applied Scientist,5,5 years,Nova Scotia,64000,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,12100,13.48,43075,9.96
1174,McMaster University,Doctoral,History,Senior Full Stack Developer,9,9 years,New Brunswick,76500,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,65300,13.48,90850,17.88
1175,McMaster University,Doctoral,"Parks, recreation, leisure and fitness studies",Game Network Engineer,9,9 years,Alberta,24500,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,51500,14.36,118000,19.64
1176,York University,Bachelor's,Mechanic and repair technologies/technicians,Senior Gameplay Engineer,9,9 years,Northwest Territories,22500,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,47100,-1.48,118000,13.48
1177,HEC Montryal,Associate,Theology and religious vocations,Game Network Engineer,2,2 years,Saskatchewan,48500,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,68100,3.8,51925,7.32
1178,Brock University,Bachelor's,"Communication, journalism and related programs",Mobile Software Development,4,4 years,Prince Edward Island,20000,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,85900,-3.24,93475,10.84
1179,University of Western Ontario,Associate,Health professions and related programs,Programmer Analyst,8,8 years,Northwest Territories,71000,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,98300,1.16,56950,16.12
1180,University of Guelph,Master's,Construction trades,Machine Learning Engineer,7,7 years,Nova Scotia,32500,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,93900,16.12,95425,11.72
1181,Vancouver Institute of Media Arts,Master's,"Aboriginal and foreign languages, literatures and linguistics",Data Engineer - Devices Central Engagement,6,6 years,Saskatchewan,65000,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,93700,15.24,43150,-1.48
1182,McMaster University,Associate,Physical Sciences,Senior Full Stack Developer,9,9 years,New Brunswick,67500,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,65300,13.48,90850,17.88
1183,Brock University,Doctoral,Library Science,Games UI Engineer,7,7 years,Alberta,31000,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,65300,-3.24,40600,19.64
1184,Niagara College,Doctoral,"Liberal arts and sciences, general studies and humanities","Integration Engineer, Developer Relations",9,9 years,Saskatchewan,55500,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,57500,0.28,45025,18.76
1185,Dalhousie University,Associate,Communications technologies/technicians and support services,"Integration Engineer, Developer Relations",5,5 years,Prince Edward Island,64500,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,7500,10.84,117925,14.36
1186,New Brunswick Bible Institute,Bachelor's,Construction trades,Senior Gameplay Engineer,6,6 years,Northwest Territories,44500,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,47100,-1.48,118000,13.48
1187,Vancouver Institute of Media Arts,Bachelor's,Biological and biomedical Sciences,Applied Scientist,6,6 years,British Columbia,33500,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,12100,2.04,149800,2.04
1188,Saint Mary's University,Associate,Science technologies/technicians,iOS Engineer,10,10 years,Manitoba,39500,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,53100,9.96,96700,19.64
1189,Cygep de Saint-Hyacinthe,Doctoral,Science technologies/technicians,Information Security Engineer,3,3 years,Yukon,77000,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,81500,9.96,54025,1.16
1190,Cygep de Saint-Hyacinthe,Associate,Science technologies/technicians,Full Stack Developer,4,4 years,Manitoba,42500,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,96700,-3.24,131425,12.6
1191,"University de Guelph, Campus d'Alfred",Bachelor's,"Area, ethnic, cultural, gender, and group studies",IOT Software Development Engineer,1,1 years,British Columbia,72000,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,56300,8.2,43600,-5
1192,Vancouver Institute of Media Arts,Bachelor's,Theology and religious vocations,Game Engineer - AI,6,6 years,Prince Edward Island,26500,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,62100,16.12,45775,9.96
1193,Brock University,Doctoral,"Dental, medical and veterinary residency programs","Data Engineer, Natural Language Processing (NLP)",3,3 years,Nunavut,50000,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,33700,19.64,56575,4.68
1194,University of Guelph,Associate,"Area, ethnic, cultural, gender, and group studies",Deep Learning Backend Engine Software Developer,5,5 years,Manitoba,47500,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,64900,16.12,98275,12.6
1195,Cygep de Saint-Hyacinthe,Doctoral,Library Science,Applied Scientist,6,6 years,Nova Scotia,35000,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,12100,13.48,43075,9.96
1196,Huron University College,Doctoral,"Agriculture, agriculture operations and related Sciences",Quality Assurance Engineer,9,9 years,Yukon,67000,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,92900,10.84,81775,9.96
1197,McMaster University,Bachelor's,Family and consumer Sciences,"Integration Engineer, Developer Relations",5,5 years,Prince Edward Island,73500,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,7500,10.84,117925,14.36
1198,College of the New Caledonia,Associate,Social Sciences,Programmer Analyst,9,9 years,Alberta,30500,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,85100,6.44,118000,3.8
1199,Simon Fraser University,Doctoral,Legal professions and studies,Deep Learning Backend Engine Developer,10,10 years,Prince Edward Island,64500,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,21100,19.64,82750,2.04
1200,Cygep de Saint-Laurent,Associate,Construction trades,iOS Engineer,8,8 years,Yukon,55500,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,58500,8.2,60550,-4.12
1201,Dalhousie University,Associate,"Agriculture, agriculture operations and related Sciences",iOS Engineer,6,6 years,Northwest Territories,28500,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,25300,4.68,86650,5.56
1202,Vancouver Island University,Doctoral,Architecture and related services,Prototyping Data Engineer,9,9 years,British Columbia,20500,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,52700,9.08,146200,7.32
1203,Dalhousie University,Associate,Natural resources and conservation,Mobile Software Development,4,4 years,Alberta,27000,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,43900,-3.24,121600,12.6
1204,Vancouver Island University,Bachelor's,Public administration and social service professions,Linux Platform Software Engineer,9,9 years,Quebec,20000,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,78900,17.88,149950,17.88
1205,Cygep de Saint-Hyacinthe,Master's,"Liberal arts and sciences, general studies and humanities",Game Network Engineer,9,9 years,Quebec,45500,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,32100,7.32,40225,-3.24
1206,University of Waterloo,Bachelor's,Military technologies and applied Sciences,"Data Engineer, Natural Language Processing (NLP)",6,6 years,Manitoba,66500,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,44500,6.44,149575,13.48
1207,"University de Guelph, Campus d'Alfred",Bachelor's,Legal professions and studies,Deep Learning Backend Engine Developer,5,5 years,Ontario,35000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,35500,-1.48,90550,2.04
1208,University of Windsor,Bachelor's,Social Sciences,Game Network Engineer,1,1 years,New Brunswick,42500,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,61700,17.88,106150,-2.36
1209,Cygep de la Gaspysie et des Îles,Bachelor's,Transportation and materials moving,Deep Learning Workload Optimization Engineer,3,3 years,Nunavut,23500,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,29300,0.28,67750,-4.12
1210,Dalhousie University,Bachelor's,"Agriculture, agriculture operations and related Sciences",Game Network Engineer,4,4 years,Nunavut,37500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,37300,-2.36,75400,12.6
1211,McMaster University,Bachelor's,Personal and culinary services,iOS Engineer,1,1 years,Ontario,57000,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,62700,3.8,88450,5.56
1212,University of Windsor,Associate,Natural resources and conservation,Senior Gameplay Engineer,10,10 years,Prince Edward Island,71000,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,19100,14.36,40375,8.2
1213,University of Waterloo,Associate,Mathematics and statistics,Game Engineer - AI,8,8 years,Nova Scotia,73500,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,96900,3.8,116425,-3.24
1214,University du Quybec à Rimouski (UQAR),Doctoral,Computer and information Sciences and support services,Deep Learning Backend Engine Software Developer,8,8 years,Prince Edward Island,37500,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,6300,10.84,57250,2.04
1215,Vancouver Island University,Associate,Personal and culinary services,Senior Gameplay Engineer,9,9 years,Newfoundland and Labrador,50000,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,31500,-1.48,47425,-5
1216,University du Quybec à Rimouski (UQAR),Doctoral,Multidisciplinary/interdisciplinary studies,Linux Platform Software Engineer,10,10 years,Newfoundland and Labrador,31500,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,6100,-1.48,135100,6.44
1217,University of Toronto,Bachelor's,Philosophy and religious studies,Director of Engineering,10,10 years,British Columbia,72000,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,76100,17,111475,4.68
1218,Niagara College,Associate,"Dental, medical and veterinary residency programs",Director of Engineering,5,5 years,Newfoundland and Labrador,39500,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,12100,18.76,90475,2.92
1219,Cygep de Saint-Hyacinthe,Associate,Transportation and materials moving,Senior Gameplay Engineer,4,4 years,Saskatchewan,45000,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,67700,15.24,129175,-3.24
1220,Vancouver Institute of Media Arts,Master's,"Area, ethnic, cultural, gender, and group studies",Deep Learning Backend Engine Software Developer,10,10 years,Nunavut,56500,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,55500,13.48,64600,18.76
1221,Niagara College,Associate,"Military Science, leadership and operational art",Data Engineer - Devices Central Engagement,7,7 years,Yukon,56000,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,43900,7.32,55675,0.28
1222,Saint Mary's University,Bachelor's,"Agriculture, agriculture operations and related Sciences",iOS Engineer,4,4 years,Nova Scotia,77500,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,29700,1.16,75175,12.6
1223,University of Guelph,Master's,"Military Science, leadership and operational art",Robotics Mechatronic Engineer,4,4 years,New Brunswick,66000,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,23100,16.12,105775,-5
1224,Brescia University College,Doctoral,Engineering technologies and engineering-related fields,Cloud Software Development Engineer,6,6 years,Saskatchewan,45000,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,79100,17,142750,13.48
1225,Concordia University,Master's,"Aboriginal and foreign languages, literatures and linguistics",IOT Software Development Engineer,7,7 years,Alberta,22000,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,25700,16.12,44125,-3.24
1226,HEC Montryal,Doctoral,"Business, management, marketing and related support services",Senior Full Stack Developer,6,6 years,Quebec,67000,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,44900,17,108700,12.6
1227,University de Montryal,Doctoral,Library Science,Deep Learning Backend Engine Developer,7,7 years,Northwest Territories,67500,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,9300,-5,141400,1.16
1228,Concordia University,Bachelor's,Psychology,Programmer Analyst,4,4 years,Manitoba,71500,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,58100,9.08,46975,15.24
