,UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
997,997,University of Guelph,Doctoral,Architecture and related services,Financial Manager,6,6 years,Nova Scotia,31500,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,85900,18.76,146650,146650
998,998,University of Alberta,Master's,Physical Sciences,Electrical Engineer,7,7 years,New Brunswick,57500,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,5300,17.88,125200,125200
999,999,University de Montryal,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Restaurant and Food Service Manager,1,1 years,Alberta,37000,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,71300,4.68,135325,135325
1000,1000,McMaster University,Associate,History,Investment Manager,6,6 years,Yukon,20000,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,55100,12.6,45475,45475
1001,1001,McMaster University,Master's,Library Science,Information Security Engineer,8,8 years,Manitoba,49500,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,25500,13.48,107650,107650
1002,1002,Victoria University,Bachelor's,"Military Science, leadership and operational art",Senior Gameplay Engineer,1,1 years,Newfoundland and Labrador,62500,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,31500,-1.48,47425,47425
1003,1003,Wilfrid Laurier University,Bachelor's,"Parks, recreation, leisure and fitness studies",iOS Engineer,5,5 years,Northwest Territories,34000,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,25300,4.68,86650,86650
1004,1004,Brock University,Associate,Theology and religious vocations,Director of Engineering,9,9 years,Saskatchewan,41500,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,45300,-2.36,133000,133000
1005,1005,College of the New Caledonia,Bachelor's,Communications technologies/technicians and support services,"Integration Engineer, Developer Relations",1,1 years,New Brunswick,67500,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,52900,-5,106000,106000
1006,1006,McMaster University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Mobile Software Development,3,3 years,Yukon,33000,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,98100,6.44,130750,130750
1007,1007,"University de Guelph, Campus d'Alfred",Master's,Engineering,Quality Assurance Engineer,2,2 years,Saskatchewan,59500,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,98300,16.12,53875,53875
1008,1008,College of the New Caledonia,Bachelor's,History,Director of Engineering,9,9 years,Alberta,65500,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,3700,9.96,92650,92650
1009,1009,McMaster University,Doctoral,History,Quality Assurance Engineer,10,10 years,Ontario,55000,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,84300,17.88,122575,122575
1010,1010,Vancouver Island University,Doctoral,"Agriculture, agriculture operations and related Sciences",Machine Learning Engineer,6,6 years,Nova Scotia,49000,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,93900,16.12,95425,95425
1011,1011,University de Montryal,Doctoral,Communications technologies/technicians and support services,IOT Software Development Engineer,3,3 years,Nunavut,47500,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,87100,-3.24,103450,103450
1012,1012,Brescia University College,Bachelor's,Military technologies and applied Sciences,Mobile Software Development,1,1 years,Yukon,41000,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,98100,6.44,130750,130750
1013,1013,Native Education College,Associate,Family and consumer Sciences,Director of Engineering,9,9 years,Quebec,40500,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,45900,-3.24,53200,53200
1014,1014,Vancouver Island University,Bachelor's,Mathematics and statistics,Games UI Engineer,9,9 years,Alberta,74500,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,65300,-3.24,40600,40600
1015,1015,Dalhousie University,Bachelor's,Family and consumer Sciences,Cloud Software Development Engineer,4,4 years,Ontario,51000,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,38700,-0.6,86575,86575
1016,1016,University de Montryal,Master's,French language and literature/letters,"Integration Engineer, Developer Relations",3,3 years,Newfoundland and Labrador,76000,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,98500,0.28,105100,105100
1017,1017,Vancouver Island University,Associate,Military technologies and applied Sciences,Senior Gameplay Engineer,3,3 years,Saskatchewan,49000,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,67700,15.24,129175,129175
1018,1018,New Brunswick Bible Institute,Associate,Computer and information Sciences and support services,Data Engineer - Devices Central Engagement,5,5 years,British Columbia,76000,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,84500,-4.12,129550,129550
1019,1019,York University,Bachelor's,Architecture and related services,Information Security Engineer,7,7 years,Nova Scotia,57000,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,39100,17.88,79000,79000
1020,1020,University du Quybec à Rimouski (UQAR),Doctoral,Military technologies and applied Sciences,Deep Learning Backend Engine Software Developer,4,4 years,Prince Edward Island,28000,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,6300,10.84,57250,57250
1021,1021,Carleton University,Doctoral,Multidisciplinary/interdisciplinary studies,Cloud Software Development Engineer,1,1 years,Ontario,38500,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,38700,-0.6,86575,86575
1022,1022,Vancouver Institute of Media Arts,Doctoral,Visual and performing arts,Mobile Software Development,2,2 years,British Columbia,52500,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,90500,-0.6,137350,137350
1023,1023,Vancouver Institute of Media Arts,Doctoral,Social Sciences,Cloud Software Development Engineer,1,1 years,Nova Scotia,51000,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,15100,19.64,135175,135175
1024,1024,HEC Montryal,Associate,History,Linux Platform Software Engineer,1,1 years,Yukon,76500,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,91300,8.2,65725,65725
1025,1025,University of Waterloo,Master's,Construction trades,Deep Learning Backend Engine Software Developer,6,6 years,Prince Edward Island,42500,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,6300,10.84,57250,57250
1026,1026,Carleton University,Bachelor's,Precision production,Senior Gameplay Engineer,7,7 years,Saskatchewan,50000,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,67700,15.24,129175,129175
1027,1027,Vancouver Institute of Media Arts,Master's,Precision production,iOS Engineer,10,10 years,Saskatchewan,71500,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,27900,8.2,118225,118225
1028,1028,University de Sherbrooke,Doctoral,Family and consumer Sciences,Applied Scientist,1,1 years,Northwest Territories,42000,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,22900,1.16,49150,49150
1029,1029,University of Waterloo,Master's,"Aboriginal and foreign languages, literatures and linguistics",iOS Engineer,5,5 years,Ontario,61000,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,62700,3.8,88450,88450
1030,1030,University of Windsor,Master's,Biological and biomedical Sciences,iOS Engineer,5,5 years,Nova Scotia,34000,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,29700,1.16,75175,75175
1031,1031,University of Guelph,Doctoral,Mathematics and statistics,Senior Gameplay Engineer,4,4 years,Northwest Territories,45000,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,47100,-1.48,118000,118000
1032,1032,Vancouver Island University,Master's,Social Sciences,Senior Full Stack Developer,9,9 years,Ontario,40500,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,65900,1.16,78100,78100
1033,1033,Huron University College,Associate,Public administration and social service professions,Data Engineer - Devices Central Engagement,5,5 years,Prince Edward Island,51500,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,31900,17,68275,68275
1034,1034,University of Western Ontario,Master's,Science technologies/technicians,IOT Software Development Engineer,9,9 years,Nunavut,30500,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,87100,-3.24,103450,103450
1035,1035,"University de Guelph, Campus d'Alfred",Master's,"Liberal arts and sciences, general studies and humanities",Director of Engineering,5,5 years,Yukon,39000,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,16700,17.88,140125,140125
1036,1036,University de Sherbrooke,Master's,Computer and information Sciences and support services,Machine Learning Engineer,8,8 years,Newfoundland and Labrador,48000,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,65100,13.48,130225,130225
1037,1037,Cygep de Saint-Laurent,Master's,Visual and performing arts,Prototyping Data Engineer,4,4 years,Nunavut,78500,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,9900,-1.48,71950,71950
1038,1038,New Brunswick Bible Institute,Bachelor's,Social Sciences,Mobile Software Development,9,9 years,British Columbia,65000,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,90500,-0.6,137350,137350
1039,1039,University of Guelph,Associate,Psychology,"Integration Engineer, Developer Relations",1,1 years,Quebec,54000,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,78500,5.56,76375,76375
1040,1040,Dalhousie University,Master's,Family and consumer Sciences,Game Network Engineer,6,6 years,Quebec,56500,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,32100,7.32,40225,40225
1041,1041,Cygep de la Gaspysie et des Îles,Doctoral,Engineering technologies and engineering-related fields,Deep Learning Workload Optimization Engineer,1,1 years,Ontario,78500,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,6700,10.84,79300,79300
1042,1042,University of Windsor,Bachelor's,Multidisciplinary/interdisciplinary studies,Senior Full Stack Developer,2,2 years,Ontario,28500,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,65900,1.16,78100,78100
1043,1043,Victoria University,Master's,"Parks, recreation, leisure and fitness studies",Programmer Analyst,7,7 years,Nunavut,46500,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,60300,7.32,56125,56125
1044,1044,Vancouver Island University,Doctoral,Computer and information Sciences and support services,Game Engineer - AI,8,8 years,Prince Edward Island,39500,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,62100,16.12,45775,45775
1045,1045,University of Alberta,Master's,Engineering technologies and engineering-related fields,"Integration Engineer, Developer Relations",5,5 years,Nova Scotia,78500,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,50900,17.88,93775,93775
1046,1046,Cygep de Saint-Laurent,Master's,Engineering,Games UI Engineer,10,10 years,Quebec,61500,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,83900,-3.24,50050,50050
1047,1047,University of Western Ontario,Bachelor's,Science technologies/technicians,Games UI Engineer,1,1 years,Ontario,44000,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,83100,8.2,85450,85450
1048,1048,Native Education College,Bachelor's,Communications technologies/technicians and support services,Deep Learning Backend Engine Software Developer,4,4 years,New Brunswick,41000,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,89700,18.76,94225,94225
1049,1049,Brock University,Master's,Architecture and related services,Senior Full Stack Developer,4,4 years,Alberta,39500,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,93900,-4.12,146050,146050
1050,1050,Brock University,Associate,Construction trades,Cloud Software Development Engineer,3,3 years,New Brunswick,54000,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,28300,8.2,90475,90475
1051,1051,Brock University,Associate,Visual and performing arts,Robotics Mechatronic Engineer,1,1 years,Manitoba,43000,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,78900,6.44,84100,84100
1052,1052,Native Education College,Doctoral,Communications technologies/technicians and support services,Mobile Software Development,3,3 years,Newfoundland and Labrador,65000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,80300,2.92,65875,65875
1053,1053,Brescia University College,Associate,Computer and information Sciences and support services,Mobile Software Development,8,8 years,Manitoba,20000,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,75700,11.72,133825,133825
1054,1054,Dalhousie University,Associate,Natural resources and conservation,Senior Gameplay Engineer,2,2 years,Nova Scotia,55500,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,17100,10.84,119275,119275
1055,1055,Native Education College,Master's,Public administration and social service professions,Information Security Engineer,10,10 years,Nunavut,32500,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,10700,18.76,145675,145675
1056,1056,Cygep de la Gaspysie et des Îles,Master's,Health professions and related programs,Game Engineer - AI,6,6 years,Prince Edward Island,22500,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,62100,16.12,45775,45775
1057,1057,Native Education College,Master's,Natural resources and conservation,Quality Assurance Engineer,5,5 years,Nova Scotia,22500,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,42300,16.12,71725,71725
1058,1058,Concordia University,Master's,Construction trades,Cloud Software Development Engineer,5,5 years,Alberta,71000,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,46100,9.08,50200,50200
1059,1059,York University,Doctoral,"Business, management, marketing and related support services",Programmer Analyst,4,4 years,Nunavut,75500,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,60300,7.32,56125,56125
1060,1060,College of the New Caledonia,Master's,Mathematics and statistics,Game Network Engineer,5,5 years,Prince Edward Island,25000,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,21100,7.32,90025,90025
1061,1061,Queen's University,Master's,Computer and information Sciences and support services,"Integration Engineer, Developer Relations",2,2 years,Newfoundland and Labrador,66500,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,98500,0.28,105100,105100
1062,1062,Cygep de Saint-Hyacinthe,Associate,Education,Deep Learning Workload Optimization Engineer,4,4 years,Newfoundland and Labrador,66000,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,95700,15.24,45325,45325
1063,1063,University of Guelph,Bachelor's,Architecture and related services,Senior Gameplay Engineer,7,7 years,Northwest Territories,43000,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,47100,-1.48,118000,118000
1064,1064,University of Guelph,Master's,Construction trades,Director of Engineering,6,6 years,Quebec,48000,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,45900,-3.24,53200,53200
1065,1065,University of Western Ontario,Master's,Mechanic and repair technologies/technicians,"Data Engineer, Natural Language Processing (NLP)",8,8 years,New Brunswick,41000,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,90500,8.2,72175,72175
1066,1066,Ryerson University,Master's,Multidisciplinary/interdisciplinary studies,Applied Scientist,3,3 years,Northwest Territories,57500,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,22900,1.16,49150,49150
1067,1067,University of Waterloo,Bachelor's,Security and protective services,Linux Platform Software Engineer,1,1 years,Quebec,35500,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,78900,17.88,149950,149950
1068,1068,Niagara College,Associate,Precision production,Deep Learning Workload Optimization Engineer,9,9 years,Yukon,63500,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,28700,-3.24,52150,52150
1069,1069,McMaster University,Associate,"Liberal arts and sciences, general studies and humanities",Games UI Engineer,4,4 years,New Brunswick,76000,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,55500,19.64,79750,79750
1070,1070,Brescia University College,Doctoral,Construction trades,Deep Learning Backend Engine Developer,8,8 years,Nova Scotia,56000,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,27500,17,106900,106900
1071,1071,University de Montryal,Doctoral,"Area, ethnic, cultural, gender, and group studies",Senior Gameplay Engineer,2,2 years,Ontario,78500,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,43100,14.36,128950,128950
1072,1072,Dalhousie University,Master's,Legal professions and studies,Deep Learning Backend Engine Software Developer,8,8 years,Nunavut,59000,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,55500,13.48,64600,64600
1073,1073,McMaster University,Master's,"Dental, medical and veterinary residency programs","Integration Engineer, Developer Relations",1,1 years,Northwest Territories,48000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,91300,7.32,110950,110950
1074,1074,New Brunswick Bible Institute,Master's,Family and consumer Sciences,Senior Full Stack Developer,4,4 years,British Columbia,62000,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,86300,9.08,136150,136150
1075,1075,Vancouver Island University,Master's,Social Sciences,Programmer Analyst,10,10 years,Nunavut,31500,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,60300,7.32,56125,56125
1076,1076,Brock University,Bachelor's,Multidisciplinary/interdisciplinary studies,Applied Scientist,10,10 years,Alberta,64000,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,30700,18.76,124375,124375
1077,1077,Native Education College,Doctoral,Mechanic and repair technologies/technicians,Information Security Engineer,2,2 years,Alberta,33500,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,69300,8.2,102325,102325
1078,1078,Dalhousie University,Associate,"Dental, medical and veterinary residency programs",Information Security Engineer,2,2 years,Ontario,40000,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,99500,10.84,51400,51400
1079,1079,McMaster University,Doctoral,Precision production,Cloud Software Development Engineer,7,7 years,Saskatchewan,76000,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,79100,17,142750,142750
1080,1080,Simon Fraser University,Master's,History,Robotics Mechatronic Engineer,4,4 years,Nova Scotia,34000,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,95500,-0.6,140950,140950
1081,1081,University du Quybec à Rimouski (UQAR),Bachelor's,Philosophy and religious studies,"Data Engineer, Natural Language Processing (NLP)",3,3 years,Ontario,65500,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,70100,3.8,89125,89125
1082,1082,University of Western Ontario,Bachelor's,Personal and culinary services,Game Engineer - AI,8,8 years,Newfoundland and Labrador,33500,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,34500,-3.24,93250,93250
1083,1083,Vancouver Island University,Bachelor's,English language and literature/letters,Deep Learning Workload Optimization Engineer,5,5 years,British Columbia,59000,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,83500,10.84,116500,116500
1084,1084,Huron University College,Bachelor's,Security and protective services,Deep Learning Backend Engine Software Developer,8,8 years,Manitoba,53500,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,64900,16.12,98275,98275
1085,1085,University of Waterloo,Bachelor's,Mathematics and statistics,"Data Engineer, Natural Language Processing (NLP)",6,6 years,Yukon,63000,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,40500,9.08,90325,90325
1086,1086,New Brunswick Bible Institute,Master's,English language and literature/letters,Applied Scientist,8,8 years,New Brunswick,28500,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,44900,15.24,59875,59875
1087,1087,College of the New Caledonia,Associate,"Parks, recreation, leisure and fitness studies",Games UI Engineer,5,5 years,Nunavut,59500,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,78300,7.32,52825,52825
