UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count
1173,Brock University,Master's,"Liberal arts and sciences, general studies and humanities",Applied Scientist,5,5 years,Nova Scotia,64000,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1
1174,McMaster University,Doctoral,History,Senior Full Stack Developer,9,9 years,New Brunswick,76500,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1
1175,McMaster University,Doctoral,"Parks, recreation, leisure and fitness studies",Game Network Engineer,9,9 years,Alberta,24500,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
1176,York University,Bachelor's,Mechanic and repair technologies/technicians,Senior Gameplay Engineer,9,9 years,Northwest Territories,22500,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
1177,HEC Montryal,Associate,Theology and religious vocations,Game Network Engineer,2,2 years,Saskatchewan,48500,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1178,Brock University,Bachelor's,"Communication, journalism and related programs",Mobile Software Development,4,4 years,Prince Edward Island,20000,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1
1179,University of Western Ontario,Associate,Health professions and related programs,Programmer Analyst,8,8 years,Northwest Territories,71000,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1180,University of Guelph,Master's,Construction trades,Machine Learning Engineer,7,7 years,Nova Scotia,32500,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1
1181,Vancouver Institute of Media Arts,Master's,"Aboriginal and foreign languages, literatures and linguistics",Data Engineer - Devices Central Engagement,6,6 years,Saskatchewan,65000,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1182,McMaster University,Associate,Physical Sciences,Senior Full Stack Developer,9,9 years,New Brunswick,67500,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
1183,Brock University,Doctoral,Library Science,Games UI Engineer,7,7 years,Alberta,31000,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1184,Niagara College,Doctoral,"Liberal arts and sciences, general studies and humanities","Integration Engineer, Developer Relations",9,9 years,Saskatchewan,55500,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
1185,Dalhousie University,Associate,Communications technologies/technicians and support services,"Integration Engineer, Developer Relations",5,5 years,Prince Edward Island,64500,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1
1186,New Brunswick Bible Institute,Bachelor's,Construction trades,Senior Gameplay Engineer,6,6 years,Northwest Territories,44500,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1187,Vancouver Institute of Media Arts,Bachelor's,Biological and biomedical Sciences,Applied Scientist,6,6 years,British Columbia,33500,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1188,Saint Mary's University,Associate,Science technologies/technicians,iOS Engineer,10,10 years,Manitoba,39500,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1
1189,Cygep de Saint-Hyacinthe,Doctoral,Science technologies/technicians,Information Security Engineer,3,3 years,Yukon,77000,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1190,Cygep de Saint-Hyacinthe,Associate,Science technologies/technicians,Full Stack Developer,4,4 years,Manitoba,42500,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1
1191,"University de Guelph, Campus d'Alfred",Bachelor's,"Area, ethnic, cultural, gender, and group studies",IOT Software Development Engineer,1,1 years,British Columbia,72000,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1
1192,Vancouver Institute of Media Arts,Bachelor's,Theology and religious vocations,Game Engineer - AI,6,6 years,Prince Edward Island,26500,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
1193,Brock University,Doctoral,"Dental, medical and veterinary residency programs","Data Engineer, Natural Language Processing (NLP)",3,3 years,Nunavut,50000,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1194,University of Guelph,Associate,"Area, ethnic, cultural, gender, and group studies",Deep Learning Backend Engine Software Developer,5,5 years,Manitoba,47500,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
1195,Cygep de Saint-Hyacinthe,Doctoral,Library Science,Applied Scientist,6,6 years,Nova Scotia,35000,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1196,Huron University College,Doctoral,"Agriculture, agriculture operations and related Sciences",Quality Assurance Engineer,9,9 years,Yukon,67000,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1
1197,McMaster University,Bachelor's,Family and consumer Sciences,"Integration Engineer, Developer Relations",5,5 years,Prince Edward Island,73500,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1
1198,College of the New Caledonia,Associate,Social Sciences,Programmer Analyst,9,9 years,Alberta,30500,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1199,Simon Fraser University,Doctoral,Legal professions and studies,Deep Learning Backend Engine Developer,10,10 years,Prince Edward Island,64500,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1
1200,Cygep de Saint-Laurent,Associate,Construction trades,iOS Engineer,8,8 years,Yukon,55500,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
1201,Dalhousie University,Associate,"Agriculture, agriculture operations and related Sciences",iOS Engineer,6,6 years,Northwest Territories,28500,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
1202,Vancouver Island University,Doctoral,Architecture and related services,Prototyping Data Engineer,9,9 years,British Columbia,20500,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1
1203,Dalhousie University,Associate,Natural resources and conservation,Mobile Software Development,4,4 years,Alberta,27000,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1
1204,Vancouver Island University,Bachelor's,Public administration and social service professions,Linux Platform Software Engineer,9,9 years,Quebec,20000,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
1205,Cygep de Saint-Hyacinthe,Master's,"Liberal arts and sciences, general studies and humanities",Game Network Engineer,9,9 years,Quebec,45500,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1
1206,University of Waterloo,Bachelor's,Military technologies and applied Sciences,"Data Engineer, Natural Language Processing (NLP)",6,6 years,Manitoba,66500,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1
1207,"University de Guelph, Campus d'Alfred",Bachelor's,Legal professions and studies,Deep Learning Backend Engine Developer,5,5 years,Ontario,35000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1
1208,University of Windsor,Bachelor's,Social Sciences,Game Network Engineer,1,1 years,New Brunswick,42500,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1
1209,Cygep de la Gaspysie et des Îles,Bachelor's,Transportation and materials moving,Deep Learning Workload Optimization Engineer,3,3 years,Nunavut,23500,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1
1210,Dalhousie University,Bachelor's,"Agriculture, agriculture operations and related Sciences",Game Network Engineer,4,4 years,Nunavut,37500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
1211,McMaster University,Bachelor's,Personal and culinary services,iOS Engineer,1,1 years,Ontario,57000,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
1212,University of Windsor,Associate,Natural resources and conservation,Senior Gameplay Engineer,10,10 years,Prince Edward Island,71000,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
1213,University of Waterloo,Associate,Mathematics and statistics,Game Engineer - AI,8,8 years,Nova Scotia,73500,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1
1214,University du Quybec à Rimouski (UQAR),Doctoral,Computer and information Sciences and support services,Deep Learning Backend Engine Software Developer,8,8 years,Prince Edward Island,37500,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1
1215,Vancouver Island University,Associate,Personal and culinary services,Senior Gameplay Engineer,9,9 years,Newfoundland and Labrador,50000,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1
1216,University du Quybec à Rimouski (UQAR),Doctoral,Multidisciplinary/interdisciplinary studies,Linux Platform Software Engineer,10,10 years,Newfoundland and Labrador,31500,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1217,University of Toronto,Bachelor's,Philosophy and religious studies,Director of Engineering,10,10 years,British Columbia,72000,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1218,Niagara College,Associate,"Dental, medical and veterinary residency programs",Director of Engineering,5,5 years,Newfoundland and Labrador,39500,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1219,Cygep de Saint-Hyacinthe,Associate,Transportation and materials moving,Senior Gameplay Engineer,4,4 years,Saskatchewan,45000,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1220,Vancouver Institute of Media Arts,Master's,"Area, ethnic, cultural, gender, and group studies",Deep Learning Backend Engine Software Developer,10,10 years,Nunavut,56500,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
1221,Niagara College,Associate,"Military Science, leadership and operational art",Data Engineer - Devices Central Engagement,7,7 years,Yukon,56000,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
1222,Saint Mary's University,Bachelor's,"Agriculture, agriculture operations and related Sciences",iOS Engineer,4,4 years,Nova Scotia,77500,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1
1223,University of Guelph,Master's,"Military Science, leadership and operational art",Robotics Mechatronic Engineer,4,4 years,New Brunswick,66000,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
1224,Brescia University College,Doctoral,Engineering technologies and engineering-related fields,Cloud Software Development Engineer,6,6 years,Saskatchewan,45000,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1225,Concordia University,Master's,"Aboriginal and foreign languages, literatures and linguistics",IOT Software Development Engineer,7,7 years,Alberta,22000,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1
1226,HEC Montryal,Doctoral,"Business, management, marketing and related support services",Senior Full Stack Developer,6,6 years,Quebec,67000,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
1227,University de Montryal,Doctoral,Library Science,Deep Learning Backend Engine Developer,7,7 years,Northwest Territories,67500,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
1228,Concordia University,Bachelor's,Psychology,Programmer Analyst,4,4 years,Manitoba,71500,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1229,Vancouver Island University,Bachelor's,Science technologies/technicians,Deep Learning Backend Engine Developer,5,5 years,Nunavut,70500,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1
1230,Queen's University,Associate,Visual and performing arts,Game Network Engineer,2,2 years,Ontario,31500,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
1231,Native Education College,Bachelor's,"Communication, journalism and related programs",Deep Learning Workload Optimization Engineer,9,9 years,Manitoba,27000,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
1232,Niagara College,Bachelor's,Biological and biomedical Sciences,Applied Scientist,10,10 years,Saskatchewan,67000,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1
1233,York University,Master's,Engineering,Machine Learning Engineer,10,10 years,Northwest Territories,72500,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1234,University of Alberta,Associate,History,Information Security Engineer,2,2 years,Northwest Territories,21500,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
1235,University of Alberta,Associate,Theology and religious vocations,Senior Gameplay Engineer,5,5 years,Nova Scotia,66000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1
1236,Cygep de Saint-Hyacinthe,Doctoral,"Parks, recreation, leisure and fitness studies",Robotics Mechatronic Engineer,8,8 years,Manitoba,74500,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
1237,University of Windsor,Master's,English language and literature/letters,Information Security Engineer,1,1 years,Yukon,62500,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
1238,Saint Mary's University,Bachelor's,Communications technologies/technicians and support services,Director of Engineering,3,3 years,Nunavut,34500,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
1239,York University,Bachelor's,"Dental, medical and veterinary residency programs",Deep Learning Backend Engine Software Developer,6,6 years,Nunavut,50000,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
1240,Brescia University College,Master's,Public administration and social service professions,Quality Assurance Engineer,9,9 years,Yukon,68000,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
1241,University de Montryal,Doctoral,"Agriculture, agriculture operations and related Sciences",Deep Learning Workload Optimization Engineer,1,1 years,Manitoba,22500,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1
1242,Cygep de Saint-Laurent,Master's,Public administration and social service professions,Director of Engineering,6,6 years,Yukon,48000,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1
1243,Queen's University,Doctoral,Communications technologies/technicians and support services,"Data Engineer, Natural Language Processing (NLP)",1,1 years,British Columbia,44000,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1
1244,University of Western Ontario,Associate,Mathematics and statistics,Data Engineer - Devices Central Engagement,3,3 years,British Columbia,28000,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1
1245,McMaster University,Doctoral,"Parks, recreation, leisure and fitness studies",IOT Software Development Engineer,8,8 years,Saskatchewan,49500,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1
1246,Vancouver Institute of Media Arts,Master's,Public administration and social service professions,Deep Learning Backend Engine Software Developer,6,6 years,Saskatchewan,59000,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
1247,"University de Guelph, Campus d'Alfred",Associate,Mechanic and repair technologies/technicians,iOS Engineer,4,4 years,Saskatchewan,29500,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
1248,Vancouver Island University,Bachelor's,Visual and performing arts,Senior Full Stack Developer,1,1 years,Manitoba,79000,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1
1249,HEC Montryal,Doctoral,Personal and culinary services,Senior Full Stack Developer,3,3 years,Saskatchewan,22000,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
1250,New Brunswick Bible Institute,Master's,Psychology,IOT Software Development Engineer,8,8 years,New Brunswick,37500,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
1251,Brock University,Master's,Philosophy and religious studies,Data Engineer - Devices Central Engagement,4,4 years,Nunavut,51000,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1
1252,University de Montryal,Master's,Physical Sciences,Deep Learning Workload Optimization Engineer,1,1 years,Ontario,28000,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1
1253,Ryerson University,Associate,Architecture and related services,Game Engineer - AI,5,5 years,Prince Edward Island,32000,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1
1254,University du Quybec à Rimouski (UQAR),Master's,Engineering,Senior Full Stack Developer,2,2 years,Nova Scotia,32500,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1255,University du Quybec à Rimouski (UQAR),Master's,Construction trades,Director of Engineering,10,10 years,New Brunswick,50000,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
1256,College of the New Caledonia,Doctoral,Communications technologies/technicians and support services,Director of Engineering,7,7 years,Prince Edward Island,53500,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1257,New Brunswick Bible Institute,Associate,Visual and performing arts,Quality Assurance Engineer,9,9 years,Quebec,42000,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
1258,Vancouver Island University,Bachelor's,Health professions and related programs,Quality Assurance Engineer,6,6 years,Manitoba,38000,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1
1259,University of Toronto,Associate,Transportation and materials moving,Prototyping Data Engineer,8,8 years,Saskatchewan,78000,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1
1260,York University,Master's,"Communication, journalism and related programs",Deep Learning Backend Engine Software Developer,6,6 years,New Brunswick,45500,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
1261,Vancouver Institute of Media Arts,Associate,Mathematics and statistics,Director of Engineering,2,2 years,Prince Edward Island,23500,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1262,University du Quybec à Rimouski (UQAR),Master's,"Area, ethnic, cultural, gender, and group studies",IOT Software Development Engineer,4,4 years,Yukon,80000,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1
1263,University de Sherbrooke,Associate,Psychology,Games UI Engineer,9,9 years,Nunavut,21500,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1
1264,Queen's University,Master's,Engineering,Senior Full Stack Developer,10,10 years,New Brunswick,29000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1265,University of Windsor,Master's,Visual and performing arts,Linux Platform Software Engineer,2,2 years,Prince Edward Island,24000,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1266,University of Alberta,Associate,Multidisciplinary/interdisciplinary studies,"Integration Engineer, Developer Relations",7,7 years,New Brunswick,56500,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1267,Saint Mary's University,Doctoral,Legal professions and studies,Quality Assurance Engineer,9,9 years,Yukon,68500,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
1268,University du Quybec à Rimouski (UQAR),Bachelor's,Public administration and social service professions,Prototyping Data Engineer,1,1 years,Northwest Territories,72500,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
1269,University de Sherbrooke,Master's,Legal professions and studies,Deep Learning Workload Optimization Engineer,4,4 years,Yukon,33500,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
1270,Brescia University College,Master's,Communications technologies/technicians and support services,Director of Engineering,5,5 years,Yukon,31000,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
1271,University of Toronto,Bachelor's,Library Science,Machine Learning Engineer,5,5 years,Nunavut,46500,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
1272,Saint Mary's University,Bachelor's,History,Game Engineer - AI,7,7 years,Prince Edward Island,38000,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
1273,University of Toronto,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Director of Engineering,4,4 years,Quebec,78500,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
